CustomerID,Recency,Frequency,Monetary,Country,R_Score,F_Score,M_Score,RFM_Segment,RFM_Score,Nama_Segmen
13759,33,2,659.4100000000001,United Kingdom,4,2,3,423,9,Potensi Setia
13760,54,2,286.79,United Kingdom,3,2,2,322,7,Pelanggan Tidak Aktif
13761,50,2,1070.65,United Kingdom,3,2,4,324,9,Pelanggan Tidak Aktif
13762,219,1,306.72,United Kingdom,1,1,2,112,4,Pelanggan Tidak Aktif
13763,63,1,1714.96,United Kingdom,3,1,4,314,8,Pelanggan Tidak Aktif
13764,71,3,1521.76,United Kingdom,3,3,4,334,10,Perlu Perhatian
13767,2,37,17220.36,United Kingdom,5,5,5,555,15,Pelanggan Utama
13769,2,10,2796.51,United Kingdom,5,5,5,555,15,Pelanggan Utama
13771,64,4,2634.45,United Kingdom,3,4,5,345,12,Pelanggan Setia
13772,34,3,1132.13,United Kingdom,3,3,4,334,10,Perlu Perhatian
13774,82,1,345.0,United Kingdom,2,1,2,212,5,Pelanggan Tidak Aktif
13777,1,33,25977.16,United Kingdom,5,5,5,555,15,Pelanggan Utama
13778,103,1,178.7,United Kingdom,2,1,1,211,4,Pelanggan Tidak Aktif
13780,7,2,360.01,United Kingdom,5,2,2,522,9,Potensi Setia
13781,251,1,127.84,United Kingdom,1,1,1,111,3,Pelanggan Tidak Aktif
13782,13,6,912.0,United Kingdom,5,5,3,553,13,Pelanggan Utama
13784,10,11,2462.79,United Kingdom,5,5,5,555,15,Pelanggan Utama
13786,367,1,230.39999999999998,United Kingdom,1,1,1,111,3,Pelanggan Tidak Aktif
13787,76,2,309.04,United Kingdom,2,2,2,222,6,Pelanggan Berisiko
13790,4,1,348.8,United Kingdom,5,1,2,512,8,Pelanggan Baru
13791,128,2,1516.0,United Kingdom,2,2,4,224,8,Pelanggan Berisiko
13792,66,2,195.55,United Kingdom,3,2,1,321,6,Pelanggan Tidak Aktif
13798,1,57,37153.85,United Kingdom,5,5,5,555,15,Pelanggan Utama
13799,117,2,688.86,United Kingdom,2,2,3,223,7,Pelanggan Berisiko
13800,310,1,558.32,United Kingdom,1,1,3,113,5,Pelanggan Tidak Aktif
13801,67,1,324.8,United Kingdom,3,1,2,312,6,Pelanggan Tidak Aktif
13802,139,3,4599.42,United Kingdom,2,3,5,235,10,Pelanggan Vakum Lama
13803,255,1,277.07,United Kingdom,1,1,2,112,4,Pelanggan Tidak Aktif
13804,31,7,2635.79,United Kingdom,4,5,5,455,14,Pelanggan Setia
13805,52,2,924.6,United Kingdom,3,2,3,323,8,Pelanggan Tidak Aktif
13806,64,1,256.38,United Kingdom,3,1,2,312,6,Pelanggan Tidak Aktif
13807,367,1,112.6,United Kingdom,1,1,1,111,3,Pelanggan Tidak Aktif
13808,6,5,1747.66,United Kingdom,5,4,4,544,13,Pelanggan Setia
13809,305,1,155.05,Cyprus,1,1,1,111,3,Pelanggan Tidak Aktif
13810,29,3,1499.01,Germany,4,3,4,434,11,Potensi Setia
13811,184,3,814.5,Germany,1,3,3,133,7,Pelanggan Berisiko
13812,42,3,539.0,Germany,3,3,3,333,9,Perlu Perhatian
13813,40,4,1366.8600000000001,Germany,3,4,4,344,11,Pelanggan Setia
13814,92,2,1579.12,Germany,2,2,4,224,8,Pelanggan Berisiko
13815,22,4,4027.36,Germany,4,4,5,445,13,Pelanggan Setia
13816,24,2,571.6700000000001,Germany,4,2,3,423,9,Potensi Setia
13817,29,2,382.98,Germany,4,2,2,422,8,Potensi Setia
13819,302,3,1140.35,United Kingdom,1,3,4,134,8,Pelanggan Berisiko
13821,145,2,385.64,United Kingdom,2,2,2,222,6,Pelanggan Berisiko
13822,6,2,632.0,United Kingdom,5,2,3,523,10,Potensi Setia
13823,19,2,957.66,United Kingdom,4,2,4,424,10,Potensi Setia
13824,33,5,1698.94,United Kingdom,4,4,4,444,12,Pelanggan Setia
13826,176,1,189.5,United Kingdom,2,1,1,211,4,Pelanggan Tidak Aktif
13827,58,3,412.05,United Kingdom,3,3,2,332,8,Perlu Perhatian
13828,22,1,209.49,United Kingdom,4,1,1,411,6,Pelanggan yang Menjanjikan
13831,16,6,2202.99,United Kingdom,4,5,5,455,14,Pelanggan Setia
13832,19,1,52.199999999999996,United Kingdom,4,1,1,411,6,Pelanggan yang Menjanjikan
13833,159,1,384.8,United Kingdom,2,1,2,212,5,Pelanggan Tidak Aktif
13835,25,4,834.57,United Kingdom,4,4,3,443,11,Pelanggan Setia
13837,212,2,271.24,United Kingdom,1,2,2,122,5,Pelanggan Berisiko
13838,6,4,691.73,United Kingdom,5,4,3,543,12,Pelanggan Setia
13841,253,1,85.0,United Kingdom,1,1,1,111,3,Pelanggan Tidak Aktif
13842,59,9,3385.62,United Kingdom,3,5,5,355,13,Pelanggan Setia
13844,11,1,361.62,United Kingdom,5,1,2,512,8,Pelanggan Baru
13845,65,1,312.98,United Kingdom,3,1,2,312,6,Pelanggan Tidak Aktif
13846,25,3,865.0600000000001,United Kingdom,4,3,3,433,10,Potensi Setia
13848,92,3,1255.0,United Kingdom,2,3,4,234,9,Pelanggan Vakum Lama
13849,52,2,1537.95,United Kingdom,3,2,4,324,9,Pelanggan Tidak Aktif
13850,129,1,1595.48,United Kingdom,2,1,4,214,7,Pelanggan Tidak Aktif
13851,96,3,2651.46,United Kingdom,2,3,5,235,10,Pelanggan Vakum Lama
13853,57,1,1090.14,United Kingdom,3,1,4,314,8,Pelanggan Tidak Aktif
13854,9,25,8109.5199999999995,United Kingdom,5,5,5,555,15,Pelanggan Utama
13856,169,3,388.5,United Kingdom,2,3,2,232,7,Pelanggan Vakum Lama
13858,57,1,216.17,United Kingdom,3,1,1,311,5,Pelanggan Tidak Aktif
13859,326,1,201.16,United Kingdom,1,1,1,111,3,Pelanggan Tidak Aktif
13860,1,5,1245.9,United Kingdom,5,4,4,544,13,Pelanggan Setia
13862,18,8,2209.36,United Kingdom,4,5,5,455,14,Pelanggan Setia
13863,248,1,305.78,United Kingdom,1,1,2,112,4,Pelanggan Tidak Aktif
13865,58,4,501.56,United Kingdom,3,4,3,343,10,Pelanggan Setia
13866,74,1,145.67000000000002,United Kingdom,2,1,1,211,4,Pelanggan Tidak Aktif
13867,31,3,1015.29,United Kingdom,4,3,4,434,11,Potensi Setia
13868,7,2,3192.54,United Kingdom,5,2,5,525,12,Potensi Setia
13869,123,4,3104.95,United Kingdom,2,4,5,245,11,Pelanggan Vakum Lama
13870,2,8,2770.94,United Kingdom,5,5,5,555,15,Pelanggan Utama
13871,23,13,6403.25,United Kingdom,4,5,5,455,14,Pelanggan Setia
13873,120,3,389.6,United Kingdom,2,3,2,232,7,Pelanggan Vakum Lama
13874,358,1,540.45,United Kingdom,1,1,3,113,5,Pelanggan Tidak Aktif
13875,54,5,1786.79,United Kingdom,3,4,4,344,11,Pelanggan Setia
13876,64,1,122.7,United Kingdom,3,1,1,311,5,Pelanggan Tidak Aktif
13877,86,1,117.24,United Kingdom,2,1,1,211,4,Pelanggan Tidak Aktif
13878,55,1,1281.53,United Kingdom,3,1,4,314,8,Pelanggan Tidak Aktif
13880,21,13,3219.77,United Kingdom,4,5,5,455,14,Pelanggan Setia
13881,4,20,17159.52,United Kingdom,5,5,5,555,15,Pelanggan Utama
13882,3,5,1191.13,United Kingdom,5,4,4,544,13,Pelanggan Setia
13883,11,5,2674.48,United Kingdom,5,4,5,545,14,Pelanggan Setia
13884,7,5,787.6,United Kingdom,5,4,3,543,12,Pelanggan Setia
13885,189,2,506.8,United Kingdom,1,2,3,123,6,Pelanggan Berisiko
13886,71,1,243.56,United Kingdom,3,1,1,311,5,Pelanggan Tidak Aktif
13887,204,1,349.55,United Kingdom,1,1,2,112,4,Pelanggan Tidak Aktif
13888,120,2,605.63,United Kingdom,2,2,3,223,7,Pelanggan Berisiko
13889,93,1,416.90000000000003,United Kingdom,2,1,2,212,5,Pelanggan Tidak Aktif
13890,1,10,1883.8100000000002,United Kingdom,5,5,4,554,14,Pelanggan Utama
13892,27,4,632.97,United Kingdom,4,4,3,443,11,Pelanggan Setia
13893,298,1,821.1,United Kingdom,1,1,3,113,5,Pelanggan Tidak Aktif
13894,24,3,564.62,United Kingdom,4,3,3,433,10,Potensi Setia
13895,28,4,2593.07,United Kingdom,4,4,5,445,13,Pelanggan Setia
13897,50,1,311.16,United Kingdom,3,1,2,312,6,Pelanggan Tidak Aktif
13898,326,1,155.93,United Kingdom,1,1,1,111,3,Pelanggan Tidak Aktif
13899,16,2,388.52,United Kingdom,4,2,2,422,8,Potensi Setia
13900,183,3,740.95,United Kingdom,1,3,3,133,7,Pelanggan Berisiko
13901,72,5,2867.2,United Kingdom,3,4,5,345,12,Pelanggan Setia
13904,37,2,332.64,United Kingdom,3,2,2,322,7,Pelanggan Tidak Aktif
13908,80,4,2369.55,United Kingdom,2,4,5,245,11,Pelanggan Vakum Lama
13911,57,9,2580.91,United Kingdom,3,5,5,355,13,Pelanggan Setia
13914,12,2,626.45,United Kingdom,5,2,3,523,10,Potensi Setia
13917,50,2,272.04,United Kingdom,3,2,2,322,7,Pelanggan Tidak Aktif
13918,50,2,1212.8400000000001,United Kingdom,3,2,4,324,9,Pelanggan Tidak Aktif
13919,59,2,384.81,Denmark,3,2,2,322,7,Pelanggan Tidak Aktif
13922,352,1,172.25,United Kingdom,1,1,1,111,3,Pelanggan Tidak Aktif
13923,54,1,351.13,United Kingdom,3,1,2,312,6,Pelanggan Tidak Aktif
13924,2,6,1838.8500000000001,United Kingdom,5,5,4,554,14,Pelanggan Utama
13925,93,4,678.25,United Kingdom,2,4,3,243,9,Pelanggan Vakum Lama
13926,23,1,223.85000000000002,United Kingdom,4,1,1,411,6,Pelanggan yang Menjanjikan
13927,75,1,348.99,United Kingdom,2,1,2,212,5,Pelanggan Tidak Aktif
13928,11,4,464.57,United Kingdom,5,4,2,542,11,Pelanggan Setia
13929,169,2,842.65,United Kingdom,2,2,3,223,7,Pelanggan Berisiko
13930,58,2,337.34,United Kingdom,3,2,2,322,7,Pelanggan Tidak Aktif
13931,96,2,1237.53,United Kingdom,2,2,4,224,8,Pelanggan Berisiko
13932,295,1,307.4,United Kingdom,1,1,2,112,4,Pelanggan Tidak Aktif
13933,109,2,608.7900000000001,United Kingdom,2,2,3,223,7,Pelanggan Berisiko
13934,264,1,922.1,United Kingdom,1,1,3,113,5,Pelanggan Tidak Aktif
13936,180,1,376.58,United Kingdom,1,1,2,112,4,Pelanggan Tidak Aktif
13937,169,1,158.85,United Kingdom,2,1,1,211,4,Pelanggan Tidak Aktif
13938,35,1,71.66,United Kingdom,3,1,1,311,5,Pelanggan Tidak Aktif
13939,23,3,568.55,United Kingdom,4,3,3,433,10,Potensi Setia
13940,17,4,839.14,United Kingdom,4,4,3,443,11,Pelanggan Setia
13941,22,5,5112.96,United Kingdom,4,4,5,445,13,Pelanggan Setia
13946,79,3,561.5699999999999,United Kingdom,2,3,3,233,8,Pelanggan Vakum Lama
13947,65,1,90.6,United Kingdom,3,1,1,311,5,Pelanggan Tidak Aktif
13948,361,1,102.0,United Kingdom,1,1,1,111,3,Pelanggan Tidak Aktif
13949,3,6,2427.32,United Kingdom,5,5,5,555,15,Pelanggan Utama
13950,11,4,745.06,United Kingdom,5,4,3,543,12,Pelanggan Setia
13951,176,3,674.45,United Kingdom,2,3,3,233,8,Pelanggan Vakum Lama
13952,218,2,3251.071,United Kingdom,1,2,5,125,8,Pelanggan Berisiko
13953,7,7,3515.68,United Kingdom,5,5,5,555,15,Pelanggan Utama
13954,2,2,439.92,United Kingdom,5,3,2,532,10,Potensi Setia
13955,154,2,322.96,United Kingdom,2,3,2,232,7,Pelanggan Vakum Lama
13956,5,5,1026.42,United Kingdom,5,4,4,544,13,Pelanggan Setia
13959,79,3,598.2,United Kingdom,2,3,3,233,8,Pelanggan Vakum Lama
13960,21,2,230.22,United Kingdom,4,3,1,431,8,Potensi Setia
13962,22,2,169.55,United Kingdom,4,3,1,431,8,Potensi Setia
13963,308,4,664.54,United Kingdom,1,4,3,143,8,Pelanggan Hilang
13967,146,1,80.7,United Kingdom,2,1,1,211,4,Pelanggan Tidak Aktif
13969,7,18,9053.94,United Kingdom,5,5,5,555,15,Pelanggan Utama
13971,19,8,2758.26,United Kingdom,4,5,5,455,14,Pelanggan Setia
13972,71,2,190.25,United Kingdom,3,3,1,331,7,Perlu Perhatian
13973,287,1,264.7,United Kingdom,1,1,2,112,4,Pelanggan Tidak Aktif
13974,49,1,413.59000000000003,United Kingdom,3,1,2,312,6,Pelanggan Tidak Aktif
13975,31,6,2526.28,United Kingdom,4,5,5,455,14,Pelanggan Setia
13976,207,1,357.98,United Kingdom,1,1,2,112,4,Pelanggan Tidak Aktif
13978,15,2,196.79000000000002,United Kingdom,4,3,1,431,8,Potensi Setia
13979,73,1,869.87,United Kingdom,2,1,3,213,6,Pelanggan Tidak Aktif
13980,60,1,200.14,United Kingdom,3,1,1,311,5,Pelanggan Tidak Aktif
13982,39,4,1871.81,United Kingdom,3,4,4,344,11,Pelanggan Setia
13983,30,12,2603.43,United Kingdom,4,5,5,455,14,Pelanggan Setia
13984,27,5,920.51,United Kingdom,4,4,3,443,11,Pelanggan Setia
13985,4,15,7060.13,United Kingdom,5,5,5,555,15,Pelanggan Utama
13986,17,1,320.46,United Kingdom,4,1,2,412,7,Pelanggan yang Menjanjikan
13988,20,6,4147.96,United Kingdom,4,5,5,455,14,Pelanggan Setia
13989,66,2,1266.08,United Kingdom,3,3,4,334,10,Perlu Perhatian
13990,213,1,311.3,United Kingdom,1,1,2,112,4,Pelanggan Tidak Aktif
13991,12,6,855.97,United Kingdom,5,5,3,553,13,Pelanggan Utama
13992,30,1,76.8,United Kingdom,4,1,1,411,6,Pelanggan yang Menjanjikan
13993,43,9,3466.36,United Kingdom,3,5,5,355,13,Pelanggan Setia
13994,4,6,2313.14,United Kingdom,5,5,5,555,15,Pelanggan Utama
13995,15,5,1393.69,United Kingdom,4,4,4,444,12,Pelanggan Setia
13999,10,12,3901.81,United Kingdom,5,5,5,555,15,Pelanggan Utama
14000,211,1,635.66,United Kingdom,1,1,3,113,5,Pelanggan Tidak Aktif
14001,46,3,2043.0800000000002,United Kingdom,3,3,4,334,10,Perlu Perhatian
14002,134,2,529.73,United Kingdom,2,3,3,233,8,Pelanggan Vakum Lama
14004,43,7,4582.64,United Kingdom,3,5,5,355,13,Pelanggan Setia
14005,10,5,2874.72,United Kingdom,5,4,5,545,14,Pelanggan Setia
14006,116,3,962.19,United Kingdom,2,3,4,234,9,Pelanggan Vakum Lama
14009,198,2,695.61,United Kingdom,1,3,3,133,7,Pelanggan Berisiko
14012,278,1,328.8,United Kingdom,1,1,2,112,4,Pelanggan Tidak Aktif
14013,110,3,473.02,United Kingdom,2,3,2,232,7,Pelanggan Vakum Lama
14014,77,1,505.18,United Kingdom,2,1,3,213,6,Pelanggan Tidak Aktif
14015,53,1,917.34,United Kingdom,3,1,3,313,7,Pelanggan Tidak Aktif
14016,162,4,4341.21,EIRE,2,4,5,245,11,Pelanggan Vakum Lama
14019,47,3,1421.61,United Kingdom,3,3,4,334,10,Perlu Perhatian
14020,17,2,642.8,United Kingdom,4,3,3,433,10,Potensi Setia
14021,155,3,631.9,United Kingdom,2,3,3,233,8,Pelanggan Vakum Lama
14022,225,1,440.0,United Kingdom,1,1,2,112,4,Pelanggan Tidak Aktif
14023,7,2,584.07,United Kingdom,5,3,3,533,11,Potensi Setia
14024,122,2,327.7,United Kingdom,2,3,2,232,7,Pelanggan Vakum Lama
14027,61,1,104.82,United Kingdom,3,1,1,311,5,Pelanggan Tidak Aktif
14029,63,2,467.66,United Kingdom,3,3,2,332,8,Perlu Perhatian
14030,18,8,2360.09,United Kingdom,4,5,5,455,14,Pelanggan Setia
14031,7,19,17286.86,United Kingdom,5,5,5,555,15,Pelanggan Utama
14032,2,11,2975.59,United Kingdom,5,5,5,555,15,Pelanggan Utama
14034,22,3,651.8199999999999,United Kingdom,4,3,3,433,10,Potensi Setia
14035,29,5,1428.02,United Kingdom,4,4,4,444,12,Pelanggan Setia
14036,285,1,626.65,United Kingdom,1,1,3,113,5,Pelanggan Tidak Aktif
14037,176,2,147.20000000000002,United Kingdom,2,3,1,231,6,Pelanggan Vakum Lama
14038,78,3,1560.38,United Kingdom,2,3,4,234,9,Pelanggan Vakum Lama
14039,33,1,152.2,United Kingdom,4,1,1,411,6,Pelanggan yang Menjanjikan
14040,41,12,3614.92,United Kingdom,3,5,5,355,13,Pelanggan Setia
14041,266,1,141.41,United Kingdom,1,1,1,111,3,Pelanggan Tidak Aktif
14044,27,4,652.82,United Kingdom,4,4,3,443,11,Pelanggan Setia
14045,109,4,1659.75,United Kingdom,2,4,4,244,10,Pelanggan Vakum Lama
14046,284,1,154.99,United Kingdom,1,1,1,111,3,Pelanggan Tidak Aktif
14047,9,5,1308.6100000000001,United Kingdom,5,4,4,544,13,Pelanggan Setia
14048,305,1,409.93,United Kingdom,1,1,2,112,4,Pelanggan Tidak Aktif
14049,17,4,5681.72,United Kingdom,4,4,5,445,13,Pelanggan Setia
14050,32,2,746.36,United Kingdom,4,3,3,433,10,Potensi Setia
14051,1,23,15610.390000000001,United Kingdom,5,5,5,555,15,Pelanggan Utama
14052,20,1,225.36,United Kingdom,4,1,1,411,6,Pelanggan yang Menjanjikan
14053,124,2,260.25,United Kingdom,2,3,2,232,7,Pelanggan Vakum Lama
14054,65,1,92.46,United Kingdom,3,1,1,311,5,Pelanggan Tidak Aktif
14055,106,1,725.6400000000001,United Kingdom,2,1,3,213,6,Pelanggan Tidak Aktif
14056,1,23,8214.65,United Kingdom,5,5,5,555,15,Pelanggan Utama
14057,24,17,6217.96,United Kingdom,4,5,5,455,14,Pelanggan Setia
14059,267,1,183.6,United Kingdom,1,1,1,111,3,Pelanggan Tidak Aktif
14060,5,19,6140.42,United Kingdom,5,5,5,555,15,Pelanggan Utama
14062,10,12,10464.85,United Kingdom,5,5,5,555,15,Pelanggan Utama
14064,29,5,1353.74,United Kingdom,4,4,4,444,12,Pelanggan Setia
14066,267,1,152.55,United Kingdom,1,1,1,111,3,Pelanggan Tidak Aktif
14067,64,2,374.7,United Kingdom,3,3,2,332,8,Perlu Perhatian
14068,320,1,265.85,United Kingdom,1,1,2,112,4,Pelanggan Tidak Aktif
14071,4,8,1438.82,United Kingdom,5,5,4,554,14,Pelanggan Utama
14073,32,1,151.04,United Kingdom,4,1,1,411,6,Pelanggan yang Menjanjikan
14075,5,3,942.26,United Kingdom,5,3,3,533,11,Potensi Setia
14076,129,1,122.47,United Kingdom,2,1,1,211,4,Pelanggan Tidak Aktif
14077,41,5,499.41999999999996,United Kingdom,3,4,3,343,10,Pelanggan Setia
14078,102,6,1049.37,United Kingdom,2,5,4,254,11,Pelanggan Vakum Lama
14079,125,1,375.1,United Kingdom,2,1,2,212,5,Pelanggan Tidak Aktif
14080,33,1,45.599999999999994,United Kingdom,4,1,1,411,6,Pelanggan yang Menjanjikan
14081,302,2,934.52,United Kingdom,1,3,3,133,7,Pelanggan Berisiko
14082,365,1,182.25,United Kingdom,1,1,1,111,3,Pelanggan Tidak Aktif
14083,4,9,1018.43,United Kingdom,5,5,4,554,14,Pelanggan Utama
14085,2,18,4448.54,United Kingdom,5,5,5,555,15,Pelanggan Utama
14087,3,1,194.42,United Kingdom,5,1,1,511,7,Pelanggan Baru
14088,10,13,50491.81,United Kingdom,5,5,5,555,15,Pelanggan Utama
14089,57,1,161.0,United Kingdom,3,1,1,311,5,Pelanggan Tidak Aktif
14090,325,1,76.32000000000001,United Kingdom,1,1,1,111,3,Pelanggan Tidak Aktif
14092,8,14,4076.91,United Kingdom,5,5,5,555,15,Pelanggan Utama
14093,12,1,442.85,United Kingdom,5,1,2,512,8,Pelanggan Baru
14096,4,17,65164.79,United Kingdom,5,5,5,555,15,Pelanggan Utama
14098,37,1,147.35,United Kingdom,3,1,1,311,5,Pelanggan Tidak Aktif
14099,16,11,3104.17,United Kingdom,4,5,5,455,14,Pelanggan Setia
14100,138,1,194.9,United Kingdom,2,1,1,211,4,Pelanggan Tidak Aktif
14101,74,6,5976.79,United Kingdom,2,5,5,255,12,Pelanggan Vakum Lama
14102,5,5,1360.28,United Kingdom,5,4,4,544,13,Pelanggan Setia
14104,155,2,216.20999999999998,United Kingdom,2,3,1,231,6,Pelanggan Vakum Lama
14105,239,1,1266.23,United Kingdom,1,1,4,114,6,Pelanggan Tidak Aktif
14107,52,7,2703.23,United Kingdom,3,5,5,355,13,Pelanggan Setia
14108,31,2,597.91,United Kingdom,4,3,3,433,10,Potensi Setia
14109,73,1,144.2,United Kingdom,2,1,1,211,4,Pelanggan Tidak Aktif
14110,4,12,5683.15,United Kingdom,5,5,5,555,15,Pelanggan Utama
14111,14,4,692.85,United Kingdom,4,4,3,443,11,Pelanggan Setia
14112,23,7,2915.15,United Kingdom,4,5,5,455,14,Pelanggan Setia
14113,4,4,1840.42,United Kingdom,5,4,4,544,13,Pelanggan Setia
14114,274,2,386.53,United Kingdom,1,3,2,132,6,Pelanggan Berisiko
14116,20,5,1382.74,United Kingdom,4,4,4,444,12,Pelanggan Setia
14117,144,1,90.0,United Kingdom,2,1,1,211,4,Pelanggan Tidak Aktif
14121,4,4,2780.15,United Kingdom,5,4,5,545,14,Pelanggan Setia
14124,84,1,419.58000000000004,United Kingdom,2,1,2,212,5,Pelanggan Tidak Aktif
14125,11,3,2740.43,United Kingdom,5,3,5,535,13,Potensi Setia
14126,8,3,706.1300000000001,United Kingdom,5,3,3,533,11,Potensi Setia
14127,123,3,709.71,United Kingdom,2,3,3,233,8,Pelanggan Vakum Lama
14128,61,2,637.5,United Kingdom,3,3,3,333,9,Perlu Perhatian
14129,2,5,1123.8600000000001,United Kingdom,5,4,4,544,13,Pelanggan Setia
14130,319,1,483.86,United Kingdom,1,1,2,112,4,Pelanggan Tidak Aktif
14132,2,11,3586.0299999999997,United Kingdom,5,5,5,555,15,Pelanggan Utama
14133,130,3,605.64,United Kingdom,2,3,3,233,8,Pelanggan Vakum Lama
14135,2,15,4690.31,United Kingdom,5,5,5,555,15,Pelanggan Utama
14138,2,2,982.3800000000001,United Kingdom,5,3,4,534,12,Potensi Setia
14139,46,1,415.82,United Kingdom,3,1,2,312,6,Pelanggan Tidak Aktif
14140,4,2,935.05,United Kingdom,5,3,3,533,11,Potensi Setia
14141,3,4,915.13,United Kingdom,5,4,3,543,12,Pelanggan Setia
14142,373,1,311.81,United Kingdom,1,1,2,112,4,Pelanggan Tidak Aktif
14143,134,1,115.8,United Kingdom,2,1,1,211,4,Pelanggan Tidak Aktif
14145,47,4,3742.2,United Kingdom,3,4,5,345,12,Pelanggan Setia
14146,9,5,4191.0,United Kingdom,5,4,5,545,14,Pelanggan Setia
14147,78,2,483.4,United Kingdom,2,3,2,232,7,Pelanggan Vakum Lama
14148,234,1,157.2,United Kingdom,1,1,1,111,3,Pelanggan Tidak Aktif
14149,221,1,446.62,United Kingdom,1,1,2,112,4,Pelanggan Tidak Aktif
14150,36,2,658.64,United Kingdom,3,3,3,333,9,Perlu Perhatian
14152,75,2,621.29,United Kingdom,2,3,3,233,8,Pelanggan Vakum Lama
14154,239,2,1345.62,United Kingdom,1,3,4,134,8,Pelanggan Berisiko
14155,266,1,118.75,United Kingdom,1,1,1,111,3,Pelanggan Tidak Aktif
14156,10,55,117379.63,EIRE,5,5,5,555,15,Pelanggan Utama
14157,20,2,432.88,United Kingdom,4,3,2,432,9,Potensi Setia
14158,40,1,507.66,United Kingdom,3,1,3,313,7,Pelanggan Tidak Aktif
14159,20,11,4693.01,United Kingdom,4,5,5,455,14,Pelanggan Setia
14161,216,3,1110.52,United Kingdom,1,3,4,134,8,Pelanggan Berisiko
14162,174,2,289.36,United Kingdom,2,3,2,232,7,Pelanggan Vakum Lama
14163,87,4,2445.91,United Kingdom,2,4,5,245,11,Pelanggan Vakum Lama
14164,71,2,1631.77,United Kingdom,3,3,4,334,10,Perlu Perhatian
14165,276,1,122.53999999999999,United Kingdom,1,1,1,111,3,Pelanggan Tidak Aktif
14167,39,4,574.84,United Kingdom,3,4,3,343,10,Pelanggan Setia
14171,98,1,363.79,United Kingdom,2,1,2,212,5,Pelanggan Tidak Aktif
14173,11,4,450.84,United Kingdom,5,4,2,542,11,Pelanggan Setia
14174,33,1,134.46,United Kingdom,4,1,1,411,6,Pelanggan yang Menjanjikan
14175,60,3,3222.3,United Kingdom,3,3,5,335,11,Perlu Perhatian
14176,297,4,576.9000000000001,United Kingdom,1,4,3,143,8,Pelanggan Hilang
14177,86,4,559.41,United Kingdom,2,4,3,243,9,Pelanggan Vakum Lama
14178,9,7,1620.93,United Kingdom,5,5,4,554,14,Pelanggan Utama
14179,41,2,719.78,United Kingdom,3,3,3,333,9,Perlu Perhatian
14180,11,25,4748.52,United Kingdom,5,5,5,555,15,Pelanggan Utama
14184,67,1,452.89,United Kingdom,3,1,2,312,6,Pelanggan Tidak Aktif
14185,331,1,197.65,United Kingdom,1,1,1,111,3,Pelanggan Tidak Aktif
14188,31,6,2054.36,United Kingdom,4,5,4,454,13,Pelanggan Setia
14189,2,15,4654.08,United Kingdom,5,5,5,555,15,Pelanggan Utama
14191,2,13,4684.76,United Kingdom,5,5,5,555,15,Pelanggan Utama
14193,68,2,853.39,United Kingdom,3,3,3,333,9,Perlu Perhatian
14194,5,21,11349.52,United Kingdom,5,5,5,555,15,Pelanggan Utama
14195,202,2,1012.0,United Kingdom,1,3,4,134,8,Pelanggan Berisiko
14196,107,1,335.52,United Kingdom,2,1,2,212,5,Pelanggan Tidak Aktif
14198,18,4,701.4,United Kingdom,4,4,3,443,11,Pelanggan Setia
14199,218,1,185.39999999999998,United Kingdom,1,1,1,111,3,Pelanggan Tidak Aktif
14201,60,7,747.44,United Kingdom,3,5,3,353,11,Pelanggan Setia
14204,2,1,161.03,United Kingdom,5,1,1,511,7,Pelanggan Baru
14205,17,2,466.7,United Kingdom,4,3,2,432,9,Potensi Setia
14206,239,1,328.15999999999997,United Kingdom,1,1,2,112,4,Pelanggan Tidak Aktif
14208,95,1,151.74,United Kingdom,2,1,1,211,4,Pelanggan Tidak Aktif
14209,11,6,2073.43,United Kingdom,5,5,5,555,15,Pelanggan Utama
14210,106,6,1905.8400000000001,United Kingdom,2,5,4,254,11,Pelanggan Vakum Lama
14211,53,9,2241.1,United Kingdom,3,5,5,355,13,Pelanggan Setia
14212,90,1,1070.48,United Kingdom,2,1,4,214,7,Pelanggan Tidak Aktif
14214,31,5,1004.38,United Kingdom,4,4,4,444,12,Pelanggan Setia
14215,12,6,1789.72,United Kingdom,5,5,4,554,14,Pelanggan Utama
14216,3,4,1839.3,United Kingdom,5,4,4,544,13,Pelanggan Setia
14217,2,17,2004.98,United Kingdom,5,5,4,554,14,Pelanggan Utama
14218,43,1,169.48000000000002,United Kingdom,3,1,1,311,5,Pelanggan Tidak Aktif
14219,4,1,89.94,United Kingdom,5,1,1,511,7,Pelanggan Baru
14220,247,2,632.4,United Kingdom,1,3,3,133,7,Pelanggan Berisiko
14221,42,9,3432.8,United Kingdom,3,5,5,355,13,Pelanggan Setia
14222,177,1,683.17,United Kingdom,2,1,3,213,6,Pelanggan Tidak Aktif
14223,92,3,991.13,United Kingdom,2,3,4,234,9,Pelanggan Vakum Lama
14224,110,4,1050.12,United Kingdom,2,4,4,244,10,Pelanggan Vakum Lama
14226,29,5,2232.19,United Kingdom,4,4,5,445,13,Pelanggan Setia
14227,26,10,3350.96,United Kingdom,4,5,5,455,14,Pelanggan Setia
14229,52,3,1547.2,United Kingdom,3,3,4,334,10,Perlu Perhatian
14231,184,3,925.71,United Kingdom,1,3,3,133,7,Pelanggan Berisiko
14232,43,5,2048.07,United Kingdom,3,4,4,344,11,Pelanggan Setia
